Asfalto;Singular;Masculino;asfalto;Objeto
As°;Singular;;cosç;Adverbio
Asimismo;Singular;Masculino;anche;Afirmativo
Asiste;Singular;;assistere;Verbo
Asisten;Plural;;assistere;Verbo
Asistes;Singular;;Partecipi;Verbo
Asist°;Singular;;Ho partecipato;Verbo
Asistieron;Plural;;frequentato;Verbo
Asistimos;Plural;;Noi ci accompagniamo;Verbo
Asisti¢;Singular;;Ha frequentato;Verbo
Asistir†;Singular;;SarÖ presente;Verbo
Asistir†n;Plural;;SarÖ presente;Verbo
Asistir†s;Singular;;SarÖ presente;Verbo
AsistirÇ;Singular;;Parteciperï;Verbo
Asistiremos;Plural;;Saremo presenti;Verbo
Asististe;Singular;;Hai partecipato;Verbo
Asisto;Singular;;Frequento;Verbo
Astronauta;Singular;Femenino;astronauta;Objeto
Astronautas;Plural;Femenino;astronauti;Objeto
Athena;Singular;Femenino;Athena;Nombre
Atrevida;Singular;Femenino;atrevida;Adjetivo
Atrevidas;Plural;Femenino;‘ grassetto;Adjetivo
Atrevido;Singular;Masculino;audace;Adjetivo
Atrevidos;Plural;Masculino;avventuroso;Adjetivo
A£n;Singular;;ancora;Adverbio
Australia;Singular;Femenino;Australia;Nombre
Avi¢n;Singular;Masculino;aereo;Objeto
Aviones;Plural;Masculino;aereo;Objeto
Ayer;Singular;;ieri;Adverbio
Azul;Singular;;blu;Adjetivo
Azules;Plural;;blu;Adjetivo
Bachillerato;Singular;Masculino;Scuola superiore;Objeto
Bachilleratos;Plural;Masculino;Bachilleratos;Objeto
Baila;Singular;;Baila;Verbo
Bailamos;Plural;;Balliamo;Verbo
Bailan;Plural;;Bailan;Verbo
Bailar†;Singular;;Danza;Verbo
Bailar†n;Plural;;Danza;Verbo
Bailar†s;Singular;;Tu ballerai;Verbo
BailarÇ;Singular;;Ballo;Verbo
Bailaremos;Plural;;Ci balla;Verbo
Bailaron;Plural;;Ballavano;Verbo
Bailas;Singular;;Tu balli;Verbo
Bailaste;Singular;;Hai ballato;Verbo
BailÇ;Singular;;ho ballato;Verbo
Bailo;Singular;;Ballo;Verbo
Bail¢;Singular;;danzato;Verbo
Baja;Singular;Femenino;cadere;Adjetivo
Bajas;Plural;Femenino;basso;Adjetivo
Bajo;Singular;Masculino;basso;Adjetivo
Bajos;Plural;Masculino;Paesi Bassi;Adjetivo
Banana;Singular;Femenino;banana;Objeto
Bananas;Plural;Femenino;banane;Objeto
Banda;Singular;Femenino;banda;Objeto
Bandana;Singular;Femenino;bandana;Objeto
Bandanas;Plural;Femenino;bandane;Objeto
Bandas;Plural;Femenino;bande;Objeto
Ba§a;Singular;;bagni;Verbo
Ba§amos;Plural;;Bagniamo;Verbo
Ba§an;Plural;;Bagnano;Verbo
Ba§ar†;Singular;;Si batte;Verbo
Ba§ar†n;Plural;;Si batte;Verbo
Ba§ar†s;Singular;;Tu sarai in doccia;Verbo
Ba§arÇ;Singular;;inzuppare;Verbo
Ba§aremos;Plural;;Ci balziamo;Verbo
Ba§aron;Plural;;Bagnavano;Verbo
Ba§as;Singular;;Banas;Verbo
Ba§aste;Singular;;Hai bagnato;Verbo
Ba§Ç;Singular;;ho bagnato;Verbo
Ba§o;Singular;;bagno;Verbo
Ba§¢;Singular;;Bano;Verbo
Baqueta;Singular;Femenino;bacchetta;Objeto
Baquetas;Plural;Femenino;bacchette;Objeto
Barata;Singular;Femenino;Barata;Adjetivo
Baratas;Plural;Femenino;a buon mercato;Adjetivo
Barato;Singular;Masculino;a buon mercato;Adjetivo
Baratos;Plural;Masculino;a buon mercato;Adjetivo
Barba;Singular;Femenino;barba;Objeto
Barbas;Plural;Femenino;Barbas;Objeto
Barco;Singular;Masculino;barca;Objeto
Barcos;Plural;Masculino;spedizione;Objeto
Barra;Singular;Femenino;bar;Objeto
Barras;Plural;Femenino;Barras;Objeto
Barril;Singular;Masculino;barile;Objeto
Barriles;Plural;Masculino;Barriles;Objeto
Base;Singular;Femenino;base;Objeto
Bases;Plural;Femenino;basi;Objeto
Bater°a;Singular;Femenino;batteria;Objeto
Baterias;Plural;Femenino;batterie;Objeto
Bebe;Singular;;Bebe;Verbo
Bebemos;Plural;;Beviamo;Verbo
Beben;Plural;;Beve;Verbo
Beber;Singular;;Bere;Verbo
Beber†;Singular;;Beve;Verbo
Beber†n;Plural;;berranno;Verbo
Beber†s;Singular;;Bevi;Verbo
BeberÇ;Singular;;berrï;Verbo
Beberemos;Plural;;Beviamo;Verbo
Bebes;Singular;;Bevi;Verbo
Beb°;Singular;;Ho bevuto;Verbo
Bebieron;Plural;;Bevevano;Verbo
Bebimos;Plural;;Abbiamo bevuto;Verbo
Bebi¢;Singular;;bevve;Verbo
Bebiste;Singular;;Hai bevuto;Verbo
Bebo;Singular;;Bevo;Verbo
Biblioteca;Singular;Femenino;biblioteca;Objeto
Bibliotecas;Plural;Femenino;librerie;Objeto
Bien;Singular;;bene;Adverbio
Bigote;Singular;Masculino;baffi;Objeto
Bigotes;Plural;Masculino;barba;Objeto
Billete;Singular;Masculino;biglietto;Objeto
Billetes;Plural;Masculino;banconote;Objeto
Blanca;Singular;Femenino;bianco;Adjetivo
Blancas;Plural;Femenino;bianco;Adjetivo
Blanco;Singular;Masculino;bianco;Adjetivo
Blancos;Plural;Masculino;bianchi;Adjetivo
Blanda;Singular;Femenino;blanda;Adjetivo
Blandas;Plural;Femenino;conifere;Adjetivo
Blando;Singular;Masculino;morbido;Adjetivo
Blandos;Plural;Masculino;morbido;Adjetivo
Bloqueador;Singular;Masculino;bloccante;Objeto
Bloqueadores;Plural;Masculino;bloccanti;Objeto
Bob;Singular;Masculino;peso;Nombre
Bocina;Singular;Femenino;sirena;Objeto
Bocinas;Plural;Femenino;altoparlanti;Objeto
Bolsa;Singular;Femenino;borsa;Objeto
Bolsas;Plural;Femenino;borse;Objeto
Bonita;Singular;Femenino;piuttosto;Adjetivo
Bonitas;Plural;Femenino;bonitas;Adjetivo
Bonito;Singular;Masculino;bello;Adjetivo
Bonitos;Plural;Masculino;bello;Adjetivo
Borrador;Singular;Masculino;bozza;Objeto
Borradores;Plural;Masculino;gomme da cancellare;Objeto
Botana;Singular;Femenino;Botana;Objeto
Botanas;Plural;Femenino;spuntino;Objeto
Botas;Plural;Femenino;stivali;Objeto
Bote;Singular;Masculino;barca;Objeto
Botella;Singular;Femenino;bottiglia;Objeto
Botellas;Plural;Femenino;bottiglie;Objeto
Botes;Plural;Masculino;barche;Objeto
Brasil;Singular;Masculino;Brasile;Nombre
Brillante;Singular;;luminoso;Adjetivo
Brillantes;Plural;;luminoso;Adjetivo
Bronce;Singular;;bronzo;Adjetivo
Bronces;Plural;;bronzi;Adjetivo
Buena;Singular;Femenino;buono;Adjetivo
Buenas;Plural;Femenino;buono;Adjetivo
Bueno;Singular;Masculino;buono;Adjetivo
Buenos;Plural;Masculino;buono;Adjetivo
Buey;Singular;Masculino;bue;Objeto
Bueyes;Plural;Masculino;buoi;Objeto
Caballo;Singular;Masculino;cavallo;Objeto
Caballos;Plural;Masculino;cavalli;Objeto
Cabe;Singular;;dovrebbe;Verbo
Cabello;Singular;Masculino;capelli;Objeto
Cabellos;Plural;Masculino;serrature;Objeto
Cabemos;Plural;;Siamo in forma;Verbo
Caben;Plural;;Si adattano;Verbo
Caber;Singular;;Per adattarsi;Verbo
Cabes;Singular;;Cabes;Verbo
Cabeza;Singular;Femenino;testa;Objeto
Cabezas;Plural;Femenino;teste;Objeto
Cable;Singular;Masculino;cavo;Objeto
Cables;Plural;Masculino;cavi;Objeto
Cabr†;Singular;;AndrÖ;Verbo
Cabr†n;Plural;;si adatta;Verbo
Cabr†s;Singular;;cAPRE;Verbo
CabrÇ;Singular;;CabrÇ;Verbo
Cabremos;Plural;;Noi andremo;Verbo
Cachucha;Singular;Femenino;Cachucha;Objeto
Cachuchas;Plural;Femenino;Cachuchas;Objeto
Cadena;Singular;Femenino;catena;Objeto
Cadenas;Plural;Femenino;catene;Objeto
Cae;Singular;;cadute;Verbo
Caemos;Plural;;Cadutiamo;Verbo
Caen;Plural;;Caen;Verbo
Caer†;Singular;;CadrÖ;Verbo
Caer†n;Plural;;Cadranno;Verbo
Caer†s;Singular;;Cadrai;Verbo
CaerÇ;Singular;;CadrÖ;Verbo
Caeremos;Plural;;Cadremo;Verbo
Caerse;Singular;;Cadere;Verbo
Caes;Singular;;Ti cadi;Verbo
Cafeter°a;Singular;Femenino;caffetteria;Objeto
Cafeter°as;Plural;Femenino;Caffetterie;Objeto
Ca°;Singular;;Sono caduto;Verbo
Ca°da;Singular;Femenino;cadere;Objeto
Ca°das;Plural;Femenino;cadute;Objeto
Caigo;Singular;;cado;Verbo
Ca°mos;Plural;;Cadutiamo;Verbo
Ca°ste;Singular;;Sei caduto;Verbo
Caja;Singular;Femenino;scatola;Objeto
Cajas;Plural;Femenino;Cajas;Objeto
Cajuela;Singular;Femenino;tronco;Objeto
Cajuelas;Plural;Femenino;cajuelas;Objeto
Calavera;Singular;Femenino;cranio;Objeto
Calaveras;Plural;Femenino;Calaveras;Objeto
Calcet°n;Singular;Masculino;calzino;Objeto
Calcetines;Plural;Masculino;calze;Objeto
Calentamos;Plural;;Ci caldiamo;Verbo
Calentar†;Singular;;SarÖ caldo;Verbo
Calentar†n;Plural;;Si calda;Verbo
Calentar†s;Singular;;Si calda;Verbo
CalentarÇ;Singular;;Riscaldare;Verbo
Calentaremos;Plural;;Ci si riscalterÖ;Verbo
Calentaron;Plural;;Si riscaldavano;Verbo
Calentaste;Singular;;Calentaste;Verbo
CalentÇ;Singular;;ho scaldato;Verbo
Calent¢;Singular;;Ha riscaldato;Verbo
Calgary;Singular;;Calgary;Nombre
Calienta;Singular;;manche;Verbo
Calientan;Plural;;Si calda;Verbo
Calientas;Singular;;Si scalda;Verbo
Caliente;Singular;;caldo;Adjetivo
Calientes;Plural;;caldo;Adjetivo
Caliento;Singular;;Ho riscaldato;Verbo
California;Singular;Femenino;California;Nombre
Callada;Singular;Femenino;tranquillamente;Adjetivo
Calladas;Plural;Femenino;silenzioso;Adjetivo
Callado;Singular;Masculino;tranquillo;Adjetivo
Callados;Plural;Masculino;Callados;Adjetivo
Calle;Singular;Femenino;strada;Objeto
Calles;Plural;Femenino;strade;Objeto
Calvo;Singular;Masculino;calvo;Objeto
Calvos;Plural;Masculino;Calvos;Objeto
Calz¢n;Singular;Masculino;mutande;Objeto
Calzones;Plural;Masculino;mutande;Objeto
Cambia;Singular;;cambiamento;Verbo
Cambiamos;Plural;;Abbiamo cambiato;Verbo
Cambian;Plural;;cambiamento;Verbo
Cambiar;Singular;;Cambiare le date;Verbo
Cambiar†;Singular;;CambierÖ;Verbo
Cambiar†n;Plural;;Saranno cambiati;Verbo
Cambiar†s;Singular;;Voi cambierete;Verbo
CambiarÇ;Singular;;Io cambierï;Verbo
Cambiaremos;Plural;;Ci cambieremo;Verbo
Cambiaron;Plural;;Hanno cambiato;Verbo
Cambias;Singular;;Si cambia;Verbo
Cambiaste;Singular;;Hai cambiato;Verbo
CambiÇ;Singular;;ho cambiato;Verbo
Cambio;Singular;;cambiamento;Verbo
Cambi¢;Singular;;cambiato;Verbo
Camino;Singular;Masculino;modo;Objeto
Caminos;Plural;Masculino;strade;Objeto
Cami¢n;Singular;Masculino;camion;Objeto
Camiones;Plural;Masculino;camion;Objeto
Camioneta;Singular;Femenino;furgone;Objeto
Camionetas;Plural;Femenino;furgoni;Objeto
Camisa;Singular;Femenino;camicia;Objeto
Camisas;Plural;Femenino;camicie;Objeto
Campo;Singular;Masculino;campo;Objeto
Campos;Plural;Masculino;Campos;Objeto
Canad†;Singular;Masculino;Canada;Nombre
Canatl†n;Singular;Masculino;Canatlan;Nombre
Cancela;Singular;;Cancela;Verbo
Cancelamos;Plural;;Noi annulliamo;Verbo
Cancelan;Plural;;annullato;Verbo
Cancelar;Singular;;annullare;Verbo
Cancelar†;Singular;;E 'annullata;Verbo
Cancelar†n;Plural;;Annulleranno;Verbo
Cancelar†s;Singular;;si annulla;Verbo
CancelarÇ;Singular;;io annullerï;Verbo
Cancelaremos;Plural;;Annulleremo;Verbo
Cancelaron;Plural;;Essi annullarono;Verbo
Cancelas;Singular;;Cancelas;Verbo
Cancelaste;Singular;;Hai annullato;Verbo
CancelÇ;Singular;;Ho annullato;Verbo
Cancelo;Singular;;annullo;Verbo
Cancel¢;Singular;;Ha annullato;Verbo
Canci¢n;Singular;Femenino;canzone;Objeto
Canciones;Plural;Femenino;canzoni;Objeto
Canela;Singular;Femenino;cannella;Objeto
Canelas;Plural;Femenino;Canelas;Objeto
Canta;Singular;;Canta;Verbo
Cantamos;Plural;;Noi cantiamo;Verbo
Cantan;Plural;;Cantano;Verbo
Cantar;Singular;;Per cantare;Verbo
Cantar†;Singular;;CanterÖ;Verbo
Cantar†n;Plural;;CanterÖ;Verbo
Cantar†s;Singular;;CanterÖ;Verbo
CantarÇ;Singular;;Io canterï;Verbo
Cantaremos;Plural;;Canteremo;Verbo
Cantaron;Plural;;Hanno cantato;Verbo
Cantas;Singular;;Cantate;Verbo
Cantaste;Singular;;Hai cantato;Verbo
CantÇ;Singular;;Ho cantato;Verbo
Canto;Singular;;canto;Verbo
Cant¢;Singular;;Ha cantato;Verbo
Capaces;Plural;;capace;Adjetivo
Capacidad;Singular;Femenino;capacitÖ;Objeto
Capacidades;Plural;Femenino;capacitÖ;Objeto
Capaz;Singular;;capace;Adjetivo
Cara;Singular;Femenino;faccia;Adjetivo
Caras;Plural;Femenino;Caras;Adjetivo
Carga;Singular;;carico;Verbo
Cargador;Singular;Masculino;caricatore;Objeto
Cargadores;Plural;Masculino;caricabatterie;Objeto
Cargamos;Plural;;Noi carichiamo;Verbo
Cargan;Plural;;Chiedono;Verbo
Cargar†;Singular;;SarÖ carica;Verbo
Cargar†n;Plural;;CaricherÖ;Verbo
Cargar†s;Singular;;SarÖ carica;Verbo
CargarÇ;Singular;;Caricherï;Verbo
Cargaremos;Plural;;Caricheremo;Verbo
Cargaron;Plural;;Hanno caricato;Verbo
Cargas;Singular;;carichi;Verbo
Cargaste;Singular;;caricato;Verbo
Cargo;Singular;;ufficio;Verbo
Carg¢;Singular;;Ha caricato;Verbo
Cargue;Singular;;carico;Verbo
Caricatura;Singular;Femenino;cartone animato;Objeto
Caricaturas;Plural;Femenino;caricature;Objeto
Caro;Singular;Masculino;costoso;Adjetivo
Carol;Singular;Femenino;carola;Nombre
Caros;Plural;Masculino;Caros;Adjetivo
Carpeta;Singular;Femenino;cartella;Objeto
Carpetas;Plural;Femenino;cartelle;Objeto
Carretera;Singular;Femenino;autostrada;Objeto
Carreteras;Plural;Femenino;autostrade;Objeto
Casa;Singular;Femenino;casa;Objeto
Casas;Plural;Femenino;alloggiamento;Objeto
Castiga;Singular;;castiga;Verbo
Castigamos;Plural;;Noi puniamo;Verbo
Castigan;Plural;;Punitori;Verbo
Castigar;Singular;;Punire;Verbo
Castigar†;Singular;;PunirÖ;Verbo
Castigar†n;Plural;;Puniranno;Verbo
Castigar†s;Singular;;Tu punirete;Verbo
CastigarÇ;Singular;;Punirï;Verbo
Castigaremos;Plural;;Noi punteremo;Verbo
Castigaron;Plural;;Sono puniti;Verbo
Castigas;Singular;;retribuisci;Verbo
Castigaste;Singular;;Hai punito;Verbo
Castigo;Singular;;punizione;Verbo
Castig¢;Singular;;punito;Verbo
CastiguÇ;Singular;;Ho punito;Verbo
Castor;Singular;Masculino;castoro;Objeto
Castores;Plural;Masculino;castori;Objeto
Cayeron;Plural;;Sono caduti;Verbo
Cay¢;Singular;;cadde;Verbo
Ceja;Singular;Femenino;sopracciglio;Objeto
Cejas;Plural;Femenino;sopracciglia;Objeto
Celestia;Singular;Femenino;Celestia;Nombre
Cementerio;Singular;Masculino;cimitero;Objeto
Cementerios;Plural;Masculino;cimiteri;Objeto
Cena;Singular;Femenino;cena;Objeto
Cenas;Plural;Femenino;cene;Objeto
Centimetro;Singular;Masculino;centimetro;Objeto
Centimetros;Plural;Masculino;cent°metros;Objeto
Central;Singular;Femenino;centrale;Adjetivo
Centro;Singular;Masculino;centro;Objeto
Cepillo;Singular;Masculino;spazzola;Objeto
Cepillos;Plural;Masculino;spazzole;Objeto
Cerca;Singular;Femenino;vicino;Adjetivo
Cerillo;Singular;Masculino;fiammifero;Objeto
Cerillos;Plural;Masculino;Cerillos;Objeto
Cerramos;Plural;;Chiudiamo;Verbo
Cerrar;Singular;;vicino;Verbo
Cerrar†;Singular;;Si chiuderÖ;Verbo
Cerrar†n;Plural;;Si chiuderÖ;Verbo
Cerrar†s;Singular;;Si chiuderÖ;Verbo
CerrarÇ;Singular;;Chiudo;Verbo
Cerraremos;Plural;;Chiuderemo;Verbo
Cerraron;Plural;;Si sono chiusi;Verbo
Cerraste;Singular;;Hai chiuso;Verbo
CerrÇ;Singular;;ho chiuso;Verbo
Cerr¢;Singular;;chiuse;Verbo
Cerveza;Singular;Femenino;birra;Objeto
Cervezas;Plural;Femenino;birre;Objeto
Chicago;Singular;Masculino;Chicago;Nombre
Chihuahua;Singular;Femenino;chihuahua;Nombre
Chile;Singular;Masculino;chile;Objeto
Chiles;Plural;Masculino;Chiles;Objeto
China;Singular;Femenino;porcellana;Nombre
Chocolate;Singular;Masculino;cioccolato;Objeto
Chocolates;Plural;Masculino;cioccolatini;Objeto
Churro;Singular;Masculino;frittella;Objeto
Churros;Plural;Masculino;churros;Objeto
Cielo;Singular;Masculino;cielo;Objeto
Cient°fico;Singular;Masculino;scienziato;Objeto
Cientificos;Plural;Masculino;gli scienziati;Objeto
Cierra;Singular;;chiude;Verbo
Cierran;Plural;;vicino;Verbo
Cierras;Singular;;si chiude;Verbo
Cierro;Singular;;chiudo;Verbo
Cinta;Singular;Femenino;nastro;Objeto
Cintas;Plural;Femenino;Cintas;Objeto
Cintura;Singular;Femenino;vita;Objeto
Cinturas;Plural;Femenino;fianchi;Objeto
Ciudad;Singular;Femenino;cittÖ;Objeto
Ciudades;Plural;Femenino;cittÖ;Objeto
Clarence;Singular;Masculino;Clarence;Nombre
Clavo;Singular;Masculino;chiodo;Objeto
Clavos;Plural;Masculino;chiodi di garofano;Objeto
Cobertor;Singular;Masculino;copriletto;Objeto
Cobertores;Plural;Masculino;Coperte;Objeto
Codo;Singular;Masculino;gomito;Objeto
Codos;Plural;Masculino;gomiti;Objeto
Cofre;Singular;Masculino;scrigno;Objeto
Cofres;Plural;Masculino;cassapanche;Objeto
Coloca;Singular;;posto;Verbo
Colocamos;Plural;;Abbiamo messo;Verbo
Colocan;Plural;;Hanno messo;Verbo
Colocar†;Singular;;MetterÖ;Verbo
Colocar†n;Plural;;Metteranno;Verbo
Colocar†s;Singular;;Metterai;Verbo
ColocarÇ;Singular;;Metterï;Verbo
Colocaremos;Plural;;Metteremo;Verbo
Colocaron;Plural;;Hanno messo;Verbo
Colocas;Singular;;si mette;Verbo
Colocaste;Singular;;Hai posto;Verbo
Coloco;Singular;;Ho messo;Verbo
Coloc¢;Singular;;Mise;Verbo
Colonia;Singular;Femenino;colonia;Objeto
Colonias;Plural;Femenino;colonie;Objeto
ColoquÇ;Singular;;Metterlo;Verbo
Color;Singular;Masculino;colore;Objeto
Colores;Plural;Masculino;colori;Objeto
ComencÇ;Singular;;Ho iniziato;Verbo
Comenzamos;Plural;;Abbiamo iniziato;Verbo
Comenzar;Singular;;Per cominciare;Verbo
